         109315 function calls (106883 primitive calls) in 1.049 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1517(YView)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1538(Wm)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1743(Tk)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1868(Pack)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1913(Place)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1963(Grid)
        1    0.000    0.000    0.000    0.000 Tkinter.py:201(Variable)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2016(BaseWidget)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2072(Widget)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2079(Toplevel)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2107(Button)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2186(Canvas)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2427(Checkbutton)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2456(Entry)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2521(Frame)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2539(Label)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2561(Listbox)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2655(Menu)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2776(Menubutton)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2781(Message)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2786(Radiobutton)
        1    0.000    0.000    0.000    0.000 Tkinter.py:279(StringVar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2813(Scale)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2846(Scrollbar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2886(Text)
        1    0.000    0.000    0.000    0.000 Tkinter.py:301(IntVar)
        1    0.015    0.015    0.017    0.017 Tkinter.py:31(<module>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3214(_setit)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3225(OptionMenu)
        1    0.000    0.000    0.000    0.000 Tkinter.py:326(DoubleVar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3262(Image)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3322(PhotoImage)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3382(BitmapImage)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3397(Spinbox)
        1    0.000    0.000    0.000    0.000 Tkinter.py:345(BooleanVar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3555(LabelFrame)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3577(PanedWindow)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3768(Studbutton)
        1    0.000    0.000    0.000    0.000 Tkinter.py:377(Misc)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3776(Tributton)
       29    0.000    0.000    0.000    0.000 UserDict.py:18(__getitem__)
        3    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 UserDict.py:40(items)
        8    0.000    0.000    0.000    0.000 UserDict.py:58(get)
       20    0.000    0.000    0.000    0.000 UserDict.py:70(__contains__)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        9    0.022    0.002    0.130    0.014 __init__.py:1(<module>)
        2    0.001    0.000    0.001    0.000 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.005    0.005    0.188    0.188 __init__.py:106(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1082(rc_context)
        1    0.000    0.000    0.000    0.000 __init__.py:112(ModuleDeprecationWarning)
        2    0.000    0.000    0.000    0.000 __init__.py:113(compare_versions)
        1    0.002    0.002    0.003    0.003 __init__.py:119(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(get_backend)
        1    0.003    0.003    0.020    0.020 __init__.py:13(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
        1    0.000    0.000    0.000    0.000 __init__.py:134(get_projection_names)
        2    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        1    0.000    0.000    0.036    0.036 __init__.py:14(pylab_setup)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
        1    0.004    0.004    0.069    0.069 __init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:178(_read_environment)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_uint)
        1    0.003    0.003    0.022    0.022 __init__.py:197(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.002    0.002    0.008    0.008 __init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        1    0.000    0.000    0.001    0.001 __init__.py:21(vendor_import)
        3    0.000    0.000    0.003    0.001 __init__.py:210(_is_writable_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:238(Verbose)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:260(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        2    0.000    0.000    0.000    0.000 __init__.py:264(set_level)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:27(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:275(set_fileo)
       19    0.000    0.000    0.000    0.000 __init__.py:290(report)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:292(_ModuleProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
       14    0.000    0.000    0.000    0.000 __init__.py:295(__init__)
        3    0.008    0.003    0.029    0.010 __init__.py:3(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:301(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:3044(VertexSeq)
     11/7    0.000    0.000    0.005    0.001 __init__.py:311(wrapper)
       19    0.000    0.000    0.000    0.000 __init__.py:322(ge)
        1    0.000    0.000    0.000    0.000 __init__.py:3290(EdgeSeq)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
       29    0.000    0.000    0.001    0.000 __init__.py:3637(_graphmethod)
        1    0.000    0.000    0.001    0.001 __init__.py:3674(_add_proxy_methods)
       13    0.000    0.000    0.000    0.000 __init__.py:3714(_layout_method_wrapper)
        5    0.000    0.000    0.000    0.000 __init__.py:3740(_3d_version_for)
        2    0.003    0.002    0.018    0.009 __init__.py:38(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.004    0.004    0.005    0.005 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:406(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        1    0.001    0.001    0.003    0.003 __init__.py:44(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:44(Plot)
        1    0.000    0.000    0.000    0.000 __init__.py:442(checkdep_usetex)
        1    0.002    0.002    0.013    0.013 __init__.py:45(<module>)
        7    0.000    0.000    0.001    0.000 __init__.py:483(_get_home)
        3    0.000    0.000    0.000    0.000 __init__.py:493(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:528(_get_xdg_config_dir)
        2    0.000    0.000    0.000    0.000 __init__.py:541(_get_xdg_cache_dir)
        3    0.000    0.000    0.003    0.001 __init__.py:554(_get_config_or_cache_dir)
        1    0.000    0.000    0.002    0.002 __init__.py:591(_get_configdir)
        2    0.005    0.003    0.007    0.004 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(ProjectionRegistry)
        2    0.000    0.000    0.002    0.001 __init__.py:616(_get_cachedir)
        1    0.001    0.001    0.006    0.006 __init__.py:62(_require_ctypes_version)
        1    0.000    0.000    0.002    0.002 __init__.py:628(_get_data_path)
        1    0.001    0.001    0.010    0.010 __init__.py:65(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:669(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:68(Graph)
        1    0.002    0.002    0.015    0.015 __init__.py:7(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:702(matplotlib_fname)
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
        1    0.000    0.000    0.001    0.001 __init__.py:784(RcParams)
      197    0.000    0.000    0.000    0.000 __init__.py:793(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:798(__setitem__)
        1    0.008    0.008    0.122    0.122 __init__.py:8(<module>)
       52    0.000    0.000    0.000    0.000 __init__.py:814(__getitem__)
        1    0.004    0.004    0.109    0.109 __init__.py:85(<module>)
        1    0.000    0.000    0.022    0.022 __init__.py:870(rc_params)
        1    0.004    0.004    0.005    0.005 __init__.py:88(<module>)
        1    0.016    0.016    0.020    0.020 __init__.py:886(rc_params_from_file)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.021    0.021    0.138    0.138 __init__.py:99(<module>)
       12    0.000    0.000    0.001    0.000 _abcoll.py:526(update)
        6    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:57(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm.py:6(<module>)
        3    0.000    0.000    0.000    0.000 _cm.py:96(get_color_function)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:150(DataSource)
        1    0.001    0.001    0.001    0.001 _datasource.py:33(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:49(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:499(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
       40    0.000    0.000    0.001    0.000 _inspect.py:120(getargspec)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       74    0.000    0.000    0.000    0.000 _inspect.py:152(strseq)
       31    0.001    0.000    0.001    0.000 _inspect.py:159(formatargspec)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 _inspect.py:162(<lambda>)
       43    0.000    0.000    0.000    0.000 _inspect.py:163(<lambda>)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
       31    0.000    0.000    0.001    0.000 _inspect.py:61(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.007    0.007 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:246(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:445(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:466(StringConverter)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
     1341    0.002    0.000    0.002    0.000 _mathtext_data.py:1767(<genexpr>)
        1    0.002    0.002    0.004    0.004 _mathtext_data.py:3(<module>)
       13    0.000    0.000    0.000    0.000 _methods.py:35(_all)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.079    0.079 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
        1    0.001    0.001    0.001    0.001 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       48    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       44    0.000    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
       65    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       37    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
       14    0.000    0.000    0.002    0.000 abc.py:105(register)
       12    0.000    0.000    0.000    0.000 abc.py:128(__instancecheck__)
    34/27    0.001    0.000    0.002    0.000 abc.py:148(__subclasscheck__)
       37    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
       11    0.001    0.000    0.002    0.000 abc.py:86(__new__)
       52    0.000    0.000    0.001    0.000 abc.py:89(<genexpr>)
        1    0.001    0.001    0.093    0.093 add_newdocs.py:10(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:335(AFM)
        1    0.003    0.003    0.006    0.006 afm.py:34(<module>)
        1    0.000    0.000    0.000    0.000 array_printer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.001    0.001    0.001    0.001 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.004    0.004    0.019    0.019 artist.py:1(<module>)
       11    0.006    0.001    0.077    0.007 artist.py:1018(pprint_setters)
       11    0.000    0.000    0.106    0.010 artist.py:1304(kwdoc)
       27    0.000    0.000    0.000    0.000 artist.py:29(allow_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:66(Artist)
        1    0.000    0.000    0.002    0.002 artist.py:859(ArtistInspector)
       11    0.000    0.000    0.028    0.003 artist.py:865(__init__)
       11    0.011    0.001    0.028    0.003 artist.py:883(get_aliases)
      407    0.005    0.000    0.014    0.000 artist.py:911(get_valid_values)
       11    0.016    0.001    0.056    0.005 artist.py:939(_get_setters_and_targets)
     1453    0.004    0.000    0.006    0.000 artist.py:973(is_alias)
      407    0.001    0.000    0.001    0.000 artist.py:983(aliased_name)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.011    0.011    0.118    0.118 axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axes.py:141(_process_plot_var_args)
        1    0.000    0.000    0.016    0.016 axes.py:331(Axes)
        1    0.000    0.000    0.000    0.000 axes.py:9206(SubplotBase)
        1    0.000    0.000    0.000    0.000 axes.py:9342(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 axes.py:9364(_PicklableSubplotClassConstructor)
        1    0.000    0.000    0.000    0.000 axis.py:1581(XAxis)
        1    0.000    0.000    0.000    0.000 axis.py:1881(YAxis)
        1    0.000    0.000    0.000    0.000 axis.py:24(Tick)
        1    0.002    0.002    0.004    0.004 axis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:314(XTick)
        1    0.000    0.000    0.000    0.000 axis.py:456(YTick)
        1    0.000    0.000    0.000    0.000 axis.py:594(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:599(Axis)
        1    0.005    0.005    0.005    0.005 backend_agg.py:21(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:422(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:55(RendererAgg)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1060(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1213(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:123(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1236(IdleEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1244(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1260(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1279(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1290(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1395(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1453(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1494(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1531(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2540(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2544(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2621(Cursors)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2627(NavigationToolbar2)
        1    0.008    0.008    0.142    0.142 backend_bases.py:28(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:67(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:674(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:113(TimerTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:151(FigureCanvasTkAgg)
        1    0.008    0.008    0.034    0.034 backend_tkagg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:509(FigureManagerTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:601(AxisMenu)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:664(NavigationToolbar)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:67(Show)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:789(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:949(ToolTip)
        1    0.001    0.001    0.005    0.005 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:55(spmatrix)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 baseclasses.py:13(AbstractDrawer)
        1    0.000    0.000    0.000    0.000 baseclasses.py:25(AbstractCairoDrawer)
        1    0.001    0.001    0.001    0.001 baseclasses.py:3(<module>)
        1    0.000    0.000    0.000    0.000 baseclasses.py:96(AbstractXMLRPCDrawer)
        1    0.000    0.000    0.000    0.000 bezier.py:13(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:149(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:120(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:293(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:31(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:346(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bsr.py:11(<module>)
        1    0.000    0.000    0.001    0.001 bsr.py:13(swig_import_helper)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:536(LocaleHTMLCalendar)
        1    0.000    0.000    0.001    0.001 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.002    0.002    0.006    0.006 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
